gene,noFMT_2_ileum
gene_3289146,6
gene_3758194,6
gene_3703951,6
gene_3003748,6
gene_4568611,6
gene_3887976,6
gene_4175047,6
gene_2907846,6
gene_4360211,6
gene_4437734,6
S-Fe20_GL0190463,6
gene_3247924,6
gene_3500256,6
gene_3092748,6
gene_4190313,6
gene_3119449,6
gene_3078633,6
gene_2523284,6
gene_3552693,6
gene_3236747,6
gene_3772392,6
gene_4465201,6
gene_3324465,6
gene_3857716,6
gene_2801185,6
gene_3588592,6
gene_3266364,6
gene_3714261,6
gene_4592487,6
gene_3399090,6
gene_2907996,6
gene_4358619,6
gene_3227080,6
gene_4122456,6
gene_3365537,6
gene_3149508,6
gene_3902446,6
gene_4451914,6
gene_4314941,6
gene_4409531,6
gene_4529741,6
gene_2019720,6
gene_3561267,6
gene_3983799,6
gene_3958854,6
gene_2521176,6
gene_3169285,6
gene_3986579,6
gene_4431651,6
gene_4432037,6
gene_3991729,6
gene_4636024,6
gene_3694732,6
gene_3451659,6
gene_1849651,6
gene_3966454,6
gene_4505385,6
gene_3677321,6
gene_3979930,6
gene_4060353,6
gene_3401555,6
gene_2448744,6
gene_3726200,6
gene_4264804,6
gene_4639215,6
gene_3163272,6
gene_4307193,6
gene_2117759,6
gene_3132272,6
gene_3915547,6
gene_3562251,6
gene_3488151,6
gene_3414632,6
gene_4488122,6
gene_2752346,6
gene_2903860,6
gene_2435937,6
gene_3410025,6
gene_2201102,6
gene_3785445,6
gene_3680443,6
gene_2594516,6
gene_4224350,6
gene_3070598,6
gene_2740717,6
gene_3304841,6
gene_4574905,6
gene_4358234,6
gene_4378317,6
gene_4016333,6
gene_4032069,6
gene_2886082,6
gene_3406922,6
gene_3914793,6
gene_3760921,6
gene_3933798,6
gene_2732464,6
gene_3967931,6
gene_2746824,6
gene_4603558,6
gene_4271448,6
gene_3744532,6
gene_3505003,6
gene_3169741,6
gene_4360631,6
gene_4171001,6
gene_3994552,6
gene_3895287,6
gene_4459463,6
gene_3550406,6
gene_2039590,6
gene_4295968,6
gene_4018828,6
gene_2001660,6
gene_4086241,6
gene_4511324,6
gene_3543198,6
gene_2500107,6
gene_2683744,6
gene_1925061,6
gene_4315045,6
gene_3671881,6
gene_2886749,6
gene_4503361,6
gene_3866754,6
gene_3507573,6
gene_3189283,6
gene_3694775,6
gene_3260829,6
gene_4129710,6
gene_2261687,6
gene_3178131,6
gene_4480177,6
gene_4581236,6
gene_2747458,6
gene_3355163,6
gene_3969628,6
gene_3680686,6
gene_4510420,6
gene_4045091,6
gene_3316936,6
gene_3035931,6
gene_4304887,6
gene_2283546,6
gene_4579091,6
gene_2934677,6
gene_2815120,6
gene_4364652,6
gene_4260200,6
gene_4140008,6
gene_3514832,6
gene_2759198,6
gene_4062107,6
gene_4006361,6
gene_3536940,6
gene_4523687,6
gene_3473273,6
gene_4239374,6
gene_3512470,6
gene_3494677,6
gene_3163371,6
gene_2810922,6
gene_3861437,6
gene_2955181,6
gene_3200105,6
gene_3474370,6
gene_3427460,6
gene_3862857,6
gene_3400082,6
gene_4155521,6
gene_4263552,6
gene_2292179,6
gene_3823040,6
gene_3153649,6
gene_4070843,6
gene_3851617,6
gene_3545816,6
gene_3876681,6
gene_2950691,6
gene_3932729,6
gene_2296163,6
gene_3238342,6
gene_3373227,6
gene_2069580,6
gene_4288595,6
gene_3826899,6
gene_2864006,6
gene_3860649,6
gene_3949318,6
gene_4175081,6
gene_4069105,6
gene_4001496,6
gene_4163030,6
gene_2906171,6
gene_4331865,6
gene_3664242,6
gene_3839446,6
gene_1802187,6
9_GL0035165,6
gene_4371103,6
gene_4498687,6
gene_3348094,6
gene_4216510,6
gene_3542581,6
gene_3497353,6
gene_3048048,6
gene_4111604,6
gene_3527581,6
gene_2921325,6
gene_3044305,6
gene_4401781,6
gene_3242965,6
gene_3063173,6
gene_4206739,6
gene_1908160,6
gene_2489513,6
gene_4109067,6
gene_3244673,6
gene_4286995,6
gene_3848697,6
gene_3632494,6
gene_2787291,6
gene_3147792,6
gene_3334135,6
gene_2543357,6
gene_3608172,6
gene_3374972,6
gene_3957401,6
gene_3844653,6
gene_3375029,6
gene_1909110,6
gene_4138724,6
gene_4152590,6
gene_3935354,6
gene_3369744,6
gene_3429228,6
gene_3676272,6
gene_3233776,6
gene_4101979,6
gene_4125572,6
gene_4118980,6
gene_3953041,6
gene_3087433,6
gene_3024493,6
gene_3749888,6
gene_2952955,6
gene_4220127,6
gene_3791032,6
gene_4186166,6
gene_3688022,6
gene_4567215,6
gene_4336940,6
gene_2996521,6
gene_2606692,6
gene_3487991,6
gene_3291350,6
gene_4257980,6
gene_4313162,6
gene_3908935,6
gene_2596816,6
gene_2689882,6
gene_1822982,6
gene_3415810,6
gene_4147631,6
gene_3383693,6
gene_3175881,6
gene_3020052,6
gene_3715910,6
gene_3866894,6
gene_4328536,6
gene_3750780,6
gene_3542146,6
gene_2825224,6
gene_2941070,6
gene_4151561,6
gene_3148928,6
gene_2947555,6
gene_4590537,6
gene_3615825,6
gene_4180985,6
gene_2655190,6
gene_3240924,6
gene_3291628,6
gene_3010538,6
gene_2691167,6
gene_4597251,6
gene_3117054,6
gene_2368180,6
gene_3379111,6
gene_4117922,6
gene_3448248,6
gene_4334031,6
gene_4149158,6
gene_3815815,6
gene_3540635,6
gene_4042735,6
gene_3641271,6
gene_4369314,6
gene_3398528,6
gene_3708372,6
gene_4265794,6
gene_3875548,6
gene_4126140,6
gene_3795753,6
gene_2858657,6
gene_2170437,6
gene_3550973,6
gene_3430010,6
gene_3479792,6
gene_4636472,6
gene_4494441,6
gene_2356480,6
gene_2450635,6
gene_3364948,6
gene_3913213,6
gene_3637881,6
gene_2204358,6
gene_4312454,6
gene_3605693,6
gene_3640083,6
gene_3506086,6
gene_3605450,6
gene_4257210,6
gene_2997648,6
gene_3350210,6
gene_4396349,6
gene_4254130,6
gene_2876018,6
gene_4006577,6
gene_3185687,6
gene_2557847,6
gene_2709957,6
gene_3468565,6
gene_3808189,6
gene_3698638,6
gene_2882442,6
gene_4281943,6
gene_3555428,6
gene_3547131,6
gene_3766934,6
gene_3130814,6
gene_4251835,6
gene_3204627,6
gene_3449015,6
gene_3732290,6
gene_2691316,6
gene_2852947,6
gene_2645707,6
gene_4272780,6
14_GL0096833,6
gene_3684501,6
gene_3942569,6
gene_4049254,6
gene_3093534,6
gene_1951924,6
gene_2521603,6
gene_3156908,6
gene_4274458,6
gene_2910926,6
gene_3191318,6
gene_3945157,6
gene_4203597,6
gene_4544337,6
gene_4429834,6
gene_3116055,6
gene_4209408,6
gene_3060154,6
gene_2261532,6
gene_3628240,6
gene_3369165,6
gene_3605513,6
gene_3489199,6
gene_2269001,6
gene_2738495,6
gene_3561086,6
gene_3146912,6
gene_2915070,6
gene_3298122,6
gene_2464415,6
gene_4449494,6
gene_3632025,6
gene_3589154,6
gene_2754300,6
gene_4335907,6
gene_2568927,6
gene_3690875,6
gene_4079723,6
gene_4182207,6
gene_4525664,6
gene_3317332,6
gene_4211824,6
gene_3426543,6
gene_3476447,6
gene_4600351,6
gene_3845529,6
gene_3801283,6
gene_4022276,6
gene_3674142,6
gene_3810101,6
gene_4129176,6
gene_4557131,6
gene_3756847,6
gene_4002566,6
gene_2650888,6
gene_2717461,6
gene_4063422,6
gene_4182407,6
gene_4260682,6
gene_4167910,6
gene_4622312,6
gene_4273934,6
gene_3508050,6
gene_4245855,6
gene_3246399,6
gene_4006499,6
gene_4570047,6
gene_2888551,6
gene_2788863,6
gene_4628498,6
gene_3225782,6
gene_3179095,6
gene_3464398,6
gene_4487541,6
gene_4242993,6
gene_3534449,6
gene_3491647,6
gene_3338316,6
gene_3789480,6
gene_3518508,6
gene_3505590,6
gene_2672339,6
gene_3624257,6
gene_4638141,6
gene_4428801,6
gene_3006212,6
gene_3620113,6
gene_2846639,6
gene_3774965,6
gene_3510783,6
gene_3296602,6
gene_2889594,6
gene_4342840,6
gene_2050641,6
gene_4044315,6
gene_4615947,6
gene_4200623,6
gene_3595244,6
gene_4172530,6
gene_3641956,6
gene_3917901,6
gene_3047372,6
gene_3766935,6
gene_3513241,6
gene_3737439,6
gene_3155245,6
gene_4146473,6
gene_4477247,6
gene_4545707,6
gene_2640772,6
gene_4169445,6
gene_4493808,6
gene_4411093,6
gene_3834233,6
gene_4390878,6
gene_3779347,6
gene_4310850,6
gene_4015412,6
gene_3389439,6
NZ_KB822413.1_cds_WP_004040345.1_466,6
gene_4526846,6
gene_4236903,6
gene_4604001,6
gene_3412848,6
gene_4180479,6
gene_3751417,6
gene_3920839,6
gene_3737061,6
gene_3681158,6
1-6_GL0008349,6
gene_3730153,6
gene_4617758,6
gene_3581172,6
gene_3057470,6
gene_4098207,6
gene_4182218,6
gene_4529053,6
gene_2944241,6
gene_3516823,6
gene_4596799,6
gene_4315560,6
gene_2838166,6
gene_2926448,6
gene_4237489,6
gene_4297591,6
gene_4190514,6
gene_2221689,6
gene_4008231,6
gene_2848696,6
gene_4305044,6
gene_4409821,6
gene_2374225,6
gene_4038525,6
gene_2967837,6
gene_3512741,6
gene_3626768,6
gene_3038278,6
gene_4571303,6
gene_3455829,6
gene_4296117,6
gene_3170916,6
gene_3592713,6
gene_4519435,6
gene_3723045,6
gene_3547603,6
gene_4092283,6
gene_2905619,6
gene_4284572,6
gene_2332312,6
gene_4185634,6
gene_4530521,6
gene_3730328,6
gene_2779311,6
gene_4540416,6
gene_4596765,6
gene_3540234,6
gene_4031383,6
gene_4616306,6
gene_2331559,6
gene_2480997,6
gene_4324274,6
gene_2410878,6
gene_3833122,6
gene_3926226,6
gene_3326154,6
gene_3052010,6
gene_4058678,6
gene_4448291,6
gene_4326837,6
gene_2636038,6
gene_3702535,6
gene_3300444,6
gene_2993851,6
gene_4359179,6
gene_3659057,6
gene_4095562,6
gene_4301139,6
gene_4302856,6
gene_3901341,6
gene_3608092,6
gene_4011531,6
gene_3180947,6
gene_2702725,6
gene_3262647,6
gene_4186303,6
gene_3918853,6
gene_3708553,6
gene_4616808,6
gene_4465585,6
gene_4191782,6
gene_3935486,5
gene_3686695,5
gene_4101386,5
gene_3047757,5
gene_3475243,5
gene_3076460,5
gene_2954284,5
gene_2858658,5
gene_3593432,5
gene_4513403,5
gene_3589301,5
gene_4406603,5
gene_2977063,5
gene_4359142,5
gene_3140042,5
gene_4552536,5
gene_2884193,5
gene_3514364,5
gene_4138666,5
gene_4026908,5
gene_4261562,5
gene_4351192,5
gene_3801839,5
gene_3754748,5
gene_4044529,5
gene_4564870,5
gene_3091555,5
gene_3225571,5
gene_3219782,5
gene_4145988,5
gene_4054655,5
gene_3350761,5
gene_4384413,5
gene_2506244,5
gene_3401418,5
gene_3532279,5
gene_3384133,5
gene_2310366,5
gene_3933395,5
gene_3945010,5
gene_1420644,5
gene_1634470,5
gene_4623396,5
gene_4136991,5
gene_4194845,5
gene_3921384,5
gene_3363841,5
gene_4498358,5
gene_4337402,5
gene_2607584,5
gene_2286820,5
gene_3138358,5
gene_3176464,5
gene_3613220,5
gene_2498587,5
gene_4462146,5
gene_3684735,5
gene_4431066,5
gene_3957175,5
gene_4059560,5
gene_3264831,5
gene_3049759,5
gene_2367090,5
gene_3965784,5
gene_4513141,5
gene_4318995,5
gene_3647332,5
gene_3129200,5
gene_3830396,5
gene_4053337,5
gene_4234318,5
gene_3742201,5
gene_2542175,5
gene_3927964,5
gene_4135790,5
gene_4211736,5
gene_4278521,5
gene_3511926,5
gene_3724200,5
gene_4399446,5
gene_3793404,5
gene_3410340,5
gene_4579083,5
gene_4133892,5
gene_4449251,5
gene_1965470,5
gene_4266090,5
gene_3436853,5
gene_3958989,5
gene_4170488,5
gene_3723526,5
gene_3924581,5
gene_2753630,5
gene_3372728,5
gene_4216767,5
gene_4081468,5
gene_3807957,5
gene_3546913,5
gene_4403780,5
gene_4460479,5
gene_2519679,5
gene_3872562,5
gene_4443425,5
gene_4444031,5
gene_3309350,5
gene_4114956,5
gene_3318171,5
gene_4504531,5
gene_4105838,5
gene_4451965,5
gene_2140307,5
gene_4615198,5
gene_1839335,5
gene_3966310,5
gene_4145237,5
gene_3979136,5
gene_3393391,5
gene_2581271,5
gene_3293573,5
gene_3877765,5
gene_4595739,5
gene_2834580,5
gene_4097297,5
gene_3032539,5
gene_2990893,5
gene_4403940,5
gene_4325545,5
gene_4392836,5
gene_4190503,5
gene_3948476,5
gene_3861438,5
gene_4544942,5
gene_2987241,5
gene_3647072,5
gene_3201373,5
gene_4127021,5
gene_4386661,5
gene_2887086,5
gene_3886442,5
gene_3683369,5
gene_3902466,5
gene_3626067,5
gene_2257197,5
gene_2300060,5
gene_3134606,5
gene_4501919,5
gene_2791105,5
gene_3161419,5
gene_2248612,5
gene_3164827,5
gene_3908853,5
gene_4178701,5
gene_3256283,5
gene_3992541,5
gene_3369482,5
gene_4525644,5
gene_3244402,5
gene_3773617,5
gene_4539921,5
gene_3052332,5
gene_4100687,5
gene_2546978,5
gene_2404372,5
gene_3909414,5
gene_2772479,5
gene_2606239,5
gene_3479791,5
gene_4427718,5
gene_2919628,5
gene_2651300,5
gene_3366128,5
gene_2874347,5
gene_4323310,5
gene_4157365,5
gene_3833398,5
gene_3621699,5
gene_4301521,5
gene_3092438,5
gene_2722247,5
gene_3087265,5
gene_2333116,5
gene_4077469,5
gene_2462212,5
gene_3161148,5
gene_4183231,5
gene_3993915,5
gene_3746315,5
gene_4397081,5
gene_4423524,5
gene_4636914,5
gene_4374074,5
gene_3592581,5
gene_4456851,5
gene_4201991,5
gene_4578704,5
gene_3231825,5
gene_2925326,5
gene_3647829,5
gene_4458906,5
gene_3837021,5
gene_3902449,5
gene_1654977,5
gene_4184203,5
gene_3029208,5
gene_1849220,5
gene_3509806,5
gene_3101144,5
gene_4378384,5
gene_3549480,5
gene_3053440,5
gene_2065047,5
gene_1919028,5
gene_1677987,5
gene_4216237,5
gene_3550576,5
gene_3400218,5
gene_2423607,5
gene_2993380,5
gene_3728314,5
gene_2759710,5
gene_4216422,5
gene_4399864,5
gene_3167254,5
gene_3446591,5
gene_3073269,5
gene_3948263,5
gene_3530960,5
gene_3690812,5
gene_2806533,5
gene_3171075,5
gene_3904790,5
gene_2991476,5
gene_3274894,5
gene_4402717,5
gene_3166175,5
gene_4338284,5
gene_2564314,5
gene_2215213,5
gene_2872066,5
gene_4516904,5
gene_3709640,5
gene_4526083,5
gene_3796947,5
gene_3382480,5
gene_3377074,5
gene_2778093,5
gene_2901799,5
gene_4624165,5
gene_3971792,5
gene_2809812,5
gene_4413481,5
gene_3819130,5
gene_4064200,5
gene_3455443,5
gene_2557494,5
gene_3448833,5
gene_3406174,5
gene_4478291,5
gene_4553495,5
gene_4485405,5
gene_2387156,5
gene_4114565,5
gene_3483388,5
gene_3139085,5
gene_4268142,5
gene_3740349,5
gene_3574903,5
gene_4089575,5
gene_4139782,5
gene_2635710,5
gene_2468192,5
gene_4059022,5
gene_4245733,5
gene_3778701,5
gene_2871524,5
gene_3923707,5
gene_3564612,5
gene_4036178,5
gene_4080910,5
gene_2575227,5
gene_4164337,5
gene_4330586,5
gene_2958190,5
gene_3637323,5
gene_2522762,5
gene_3122493,5
gene_4310511,5
11_GL0146050,5
gene_3536567,5
gene_3820157,5
gene_4261850,5
gene_4456072,5
gene_3755294,5
gene_3201621,5
gene_4357239,5
gene_4411173,5
gene_2609440,5
gene_2759590,5
gene_2628232,5
gene_4546027,5
gene_2769266,5
gene_3929712,5
gene_3810423,5
gene_2912950,5
gene_4248066,5
gene_3440118,5
gene_3099916,5
gene_3221633,5
gene_2243059,5
gene_3942345,5
gene_4465172,5
gene_3985740,5
gene_3821191,5
gene_3700232,5
gene_3814764,5
gene_2271086,5
gene_3258894,5
gene_4253991,5
gene_3668757,5
gene_4197770,5
gene_3470627,5
gene_4372646,5
gene_3295235,5
gene_3881181,5
gene_3450107,5
gene_4138267,5
gene_4587413,5
gene_3617572,5
gene_3992594,5
gene_3364217,5
gene_3946897,5
gene_4249244,5
gene_2550791,5
gene_4622928,5
gene_3978395,5
gene_3846259,5
gene_3348319,5
gene_3306504,5
gene_3013691,5
gene_3201913,5
gene_4444943,5
gene_3944316,5
gene_1805594,5
1-1_GL0095568,5
gene_3814989,5
gene_4295606,5
gene_4255393,5
gene_3411564,5
gene_3815509,5
gene_3785571,5
gene_2893930,5
gene_3506507,5
gene_3976259,5
gene_2824084,5
gene_3696306,5
gene_4605897,5
gene_4155138,5
gene_4000822,5
gene_2919202,5
gene_4368565,5
gene_4173256,5
gene_4490191,5
gene_3790365,5
gene_4525192,5
gene_3121058,5
gene_3105679,5
gene_4301009,5
gene_4530984,5
gene_2417730,5
gene_3624087,5
gene_3365516,5
gene_4410459,5
gene_3944839,5
gene_2824376,5
gene_3757726,5
gene_4150501,5
gene_4533599,5
gene_3284307,5
gene_4191314,5
gene_4319022,5
gene_3907330,5
gene_3195105,5
gene_3921291,5
gene_3315127,5
gene_2886712,5
gene_4042353,5
gene_3246093,5
gene_3870247,5
gene_4024713,5
gene_4365316,5
gene_4162926,5
gene_3055608,5
gene_3495993,5
gene_4283098,5
gene_2942172,5
gene_3009395,5
gene_3572447,5
gene_2675831,5
gene_3827257,5
gene_3149136,5
gene_3689847,5
gene_4609280,5
gene_2927409,5
gene_3576106,5
gene_3696796,5
gene_3321066,5
gene_3969972,5
gene_3735500,5
gene_3379362,5
gene_4332199,5
gene_3283892,5
gene_2419258,5
gene_3016707,5
gene_3723789,5
gene_2926873,5
11_GL0147690,5
gene_3675566,5
gene_4616212,5
gene_4062223,5
gene_3487687,5
gene_3878876,5
gene_3920537,5
gene_3708034,5
gene_3858191,5
gene_3406012,5
gene_3683102,5
gene_4512620,5
gene_4024455,5
gene_3045920,5
gene_3078274,5
gene_4238511,5
gene_3770609,5
gene_3293464,5
gene_4360985,5
gene_2719344,5
gene_4075014,5
gene_3746588,5
gene_4502947,5
gene_4234620,5
gene_3537962,5
gene_3460494,5
gene_4434888,5
gene_4318929,5
gene_3722265,5
gene_2916019,5
gene_4356453,5
gene_4261860,5
gene_2750290,5
gene_2085198,5
gene_2272721,5
gene_3574327,5
gene_3481539,5
gene_3470401,5
gene_4109172,5
gene_3326462,5
gene_3499696,5
gene_4131759,5
gene_3356148,5
gene_3330237,5
gene_3652150,5
gene_2770701,5
gene_4246481,5
gene_3538177,5
gene_4438029,5
gene_3716547,5
gene_3776141,5
gene_4493160,5
gene_4339075,5
gene_2545078,5
gene_3431653,5
gene_3215521,5
gene_2379392,5
gene_4151175,5
gene_3222200,5
gene_2925349,5
gene_4553834,5
gene_4139122,5
gene_2756528,5
gene_2936056,5
gene_1925192,5
gene_4360098,5
gene_3388317,5
gene_3720068,5
gene_3454457,5
gene_4151817,5
gene_3201912,5
gene_4539664,5
gene_4284739,5
gene_3749183,5
gene_2713262,5
gene_3036394,5
gene_4554675,5
gene_3439390,5
gene_3188680,5
gene_3859594,5
gene_4604357,5
gene_3709197,5
gene_3548493,5
gene_3922437,5
gene_2862743,5
gene_2963790,5
gene_4542562,5
gene_1525935,5
gene_3501511,5
gene_2690486,5
gene_4522783,5
gene_3723066,5
gene_3395885,5
gene_4197925,5
gene_4136103,5
gene_4627240,5
gene_3207397,5
gene_3733905,5
gene_3446057,5
gene_2671555,5
gene_2911020,5
gene_4113332,5
gene_2221257,5
gene_3774350,5
gene_4014437,5
gene_4040109,5
gene_4526120,5
gene_2098571,5
gene_3482363,5
gene_3788527,5
gene_4295674,5
gene_3597268,5
gene_3943057,5
gene_2583948,5
gene_4477057,5
gene_2449420,5
gene_2860079,5
gene_4583116,5
gene_3637285,5
gene_4602809,5
gene_4120750,5
gene_2855818,5
gene_2590022,5
gene_4280467,5
gene_3345570,5
gene_650047,5
gene_4549796,5
gene_4026806,5
gene_2847694,5
gene_3531515,5
gene_3617181,5
gene_4005310,5
gene_2483965,5
gene_3074122,5
gene_2640426,5
gene_3159280,5
gene_4635671,5
gene_2493170,5
gene_3676691,5
gene_4559344,5
gene_4388264,5
gene_4431859,5
gene_3058791,5
gene_3679275,5
gene_4053419,5
gene_4238796,5
gene_2909526,5
gene_4428764,5
gene_4180426,5
gene_2878898,5
gene_3764138,5
gene_4291172,5
gene_1819545,5
gene_4210968,5
gene_4502416,5
gene_3181508,5
gene_4054522,5
gene_3661608,5
gene_4294853,5
gene_3318638,5
gene_3098951,5
gene_4493422,5
gene_2962224,5
gene_2002461,5
gene_4470616,5
gene_4560835,5
gene_3730147,5
gene_4025663,5
gene_4076077,5
gene_2859729,5
gene_2637910,5
gene_4474052,5
gene_3948915,5
gene_4069624,5
gene_4619717,5
gene_2463027,5
gene_4473240,5
gene_4506788,5
gene_3717311,5
gene_2826485,5
gene_2089549,5
gene_3966856,5
gene_3093532,5
gene_2157022,5
gene_4237567,5
gene_3364158,5
gene_2760128,5
gene_3855909,5
gene_4188310,5
gene_2183818,5
gene_3741967,5
gene_3188274,5
gene_3339101,5
gene_3424707,5
gene_2277222,5
gene_3377196,5
gene_2178753,5
gene_3889814,5
gene_2939638,5
AF73-05_1_GL0000989,5
gene_3808017,5
gene_4150332,5
gene_3166588,5
gene_4296779,5
gene_2917524,5
gene_3250148,5
gene_3340190,5
gene_3271534,5
gene_4362565,5
gene_3210768,5
gene_3517102,5
gene_4228179,5
gene_3172647,5
gene_3908919,5
gene_3452673,5
gene_1674310,5
gene_3911382,5
gene_3377508,5
gene_3132675,5
gene_2702304,5
gene_3730170,5
gene_4173265,5
gene_3844240,5
gene_3792715,5
gene_3617950,5
gene_3686608,5
gene_2426219,5
gene_2159832,5
gene_3764039,5
gene_1789500,5
gene_3993230,5
gene_2644161,5
gene_4040490,5
gene_3473341,5
gene_3625991,5
gene_4066583,5
gene_3771571,5
gene_2302834,5
gene_4234769,5
gene_2858380,5
gene_3963195,5
gene_4530291,5
gene_4573734,5
gene_3862286,5
gene_4291549,5
gene_3629000,5
gene_3606627,5
gene_2986224,5
gene_3339253,5
gene_3474900,5
gene_2232659,5
gene_3648591,5
gene_2954289,5
gene_3976430,5
gene_3308356,5
gene_2774931,5
gene_2899876,5
gene_3249851,5
gene_3392208,5
gene_3927938,5
gene_1785320,5
gene_4248096,5
gene_4132640,5
gene_3231809,5
gene_2632200,5
gene_3803622,5
gene_3668555,5
gene_2470644,5
gene_2842185,5
gene_2434831,5
gene_3773516,5
gene_3902452,5
gene_3571785,5
gene_3073588,5
gene_3715641,5
gene_3476735,5
gene_3734890,5
gene_2888804,5
gene_4418112,5
gene_3083146,5
gene_4292247,5
gene_3430294,5
gene_3350209,5
gene_3108930,5
gene_4241102,5
gene_4603319,5
gene_4157780,5
gene_4109452,5
gene_4001109,5
gene_3911914,5
gene_3871746,5
gene_2400363,5
gene_3556828,5
gene_2061469,5
gene_3158969,5
gene_3390574,5
gene_4580032,5
gene_3809805,5
gene_4040263,5
gene_4599079,5
gene_3118519,5
gene_2455213,5
gene_4026517,5
gene_3681309,5
gene_4307712,5
gene_4494494,5
gene_4574387,5
gene_4130678,5
gene_2848216,5
gene_4638455,5
gene_2935734,5
gene_3139862,5
gene_4445299,5
gene_4443744,5
gene_3341085,5
gene_3279657,5
gene_4062466,5
gene_3007403,5
gene_4072526,5
gene_3287219,5
gene_4207452,5
gene_4032384,5
gene_3640082,5
gene_3556883,5
gene_3968734,5
gene_4424541,5
gene_3102476,5
gene_3400550,5
gene_4179673,5
gene_2588872,5
gene_4280934,5
gene_4132830,5
gene_3857089,5
gene_3099914,5
gene_3342680,5
gene_2692892,5
gene_4548800,5
gene_3603253,5
gene_4517587,5
gene_2502050,5
gene_4085517,5
gene_3700111,5
gene_2816134,5
gene_3197684,5
gene_2953644,5
gene_3322379,5
gene_2666264,5
gene_2227790,5
gene_2387425,5
gene_3944731,5
gene_3546594,5
gene_3395501,5
gene_4276593,5
gene_3799143,5
gene_4540087,5
gene_3589397,5
gene_3914076,5
gene_4210726,5
gene_4079246,5
gene_4453385,5
gene_3180041,5
gene_3775982,5
gene_4192861,5
gene_4455382,5
gene_3581420,5
gene_3407811,5
gene_2890812,5
gene_4091758,5
gene_3645684,5
gene_3926118,5
gene_3525766,5
gene_3322037,5
gene_4381423,5
gene_3561083,5
gene_3949292,5
gene_4094726,5
gene_3798709,5
gene_3389760,5
gene_4041586,5
gene_3728465,5
gene_3426145,5
gene_2762910,5
gene_3806904,5
gene_3294945,5
gene_3610704,5
gene_3149871,5
gene_4299293,5
gene_4449074,5
gene_3869470,5
gene_2947449,5
gene_2958295,5
gene_3492260,5
gene_2677903,5
gene_3094083,5
gene_4062465,5
gene_4303323,5
gene_3277783,5
gene_4571399,5
gene_4057156,5
gene_4031391,5
gene_2074245,5
gene_4169036,5
gene_3953384,5
gene_4298933,5
gene_3780486,5
gene_2860433,5
gene_4363530,5
gene_2662415,5
gene_4193627,5
gene_3972924,5
gene_4130961,5
gene_3225144,5
gene_3298991,5
gene_4418158,5
gene_4092177,5
gene_4268512,5
gene_4330824,5
gene_3913209,5
gene_4472509,5
gene_2077211,5
gene_3238389,5
gene_4086322,5
gene_2595524,5
gene_4498200,5
gene_3942895,5
gene_3372609,5
gene_3895558,5
gene_4143885,5
gene_2858357,5
gene_3379871,5
gene_4504484,5
gene_2819188,5
gene_4471981,5
gene_2832994,5
gene_2754294,5
gene_3531336,5
gene_4517826,5
gene_3511255,5
gene_4104297,5
gene_4327342,5
NZ_RAYW01000046.1_cds_WP_121700307.1_2029,5
gene_3556020,5
gene_4180563,5
gene_4576612,5
gene_3875858,5
gene_4213902,5
gene_3589921,5
gene_4353810,5
gene_3418215,5
gene_3870083,5
gene_2883294,5
gene_3998439,5
gene_4006402,5
gene_4412840,5
gene_3834490,5
gene_2806170,5
gene_3913698,5
gene_3965655,5
gene_2472236,5
gene_3752570,5
gene_2954851,5
gene_2900107,5
gene_3232256,5
gene_4279915,5
gene_4268571,5
gene_4393786,5
gene_4243269,5
gene_2398642,5
gene_3198346,5
gene_4001081,5
gene_3788017,5
gene_2798724,5
gene_4001008,5
gene_4003902,5
gene_3603487,5
gene_3486352,5
gene_2847278,5
gene_3970463,5
gene_3641982,5
gene_4020862,5
gene_4492781,5
gene_4174713,5
gene_3754034,5
gene_2404771,5
gene_4599498,5
gene_3903354,5
gene_4094459,5
gene_4083719,5
gene_4194668,5
gene_4510293,5
MC-0-3_GL0023855,5
gene_3680137,5
gene_4403827,5
gene_3410917,5
gene_3441187,5
gene_3465372,5
gene_4617463,5
gene_3673952,5
gene_3665382,5
gene_3558415,5
gene_3770991,5
gene_3516104,5
gene_3644927,5
gene_3574437,5
gene_4508944,5
gene_4275585,5
gene_1672123,5
gene_3919098,5
gene_3830094,5
gene_3136531,5
gene_3577646,5
gene_3925629,5
gene_4017447,5
gene_4244045,5
gene_2751429,5
gene_4020298,5
gene_3139392,5
gene_3130258,5
gene_2348691,5
gene_4352029,5
gene_3568362,5
gene_3788976,5
gene_4376383,5
gene_4364681,5
gene_3538793,5
gene_3065104,5
gene_3446268,5
gene_4390267,5
gene_3228851,5
gene_4632932,5
gene_3614552,5
gene_3903248,5
gene_3632059,5
gene_3559655,5
gene_3930789,5
gene_3184002,5
gene_3864703,5
gene_4123244,5
gene_4562494,5
gene_3907149,5
gene_3572494,5
gene_3479562,5
gene_4198427,5
gene_3566869,5
gene_3578934,5
gene_3574242,5
gene_4414672,5
gene_3518106,5
gene_3282663,5
gene_2915069,5
gene_3657416,5
gene_3175532,5
gene_4399307,5
gene_4134899,5
gene_4569295,5
gene_3129097,5
gene_3518446,5
gene_2435435,5
gene_4381124,5
gene_4042387,5
gene_4231059,5
gene_2670502,5
gene_2032215,5
gene_4602276,5
gene_4628990,5
gene_2692441,5
gene_3675990,5
gene_2071282,5
gene_4198545,5
gene_4495959,5
gene_4577403,5
gene_4563052,5
